symbol,sector,price,rs_raw,roc_3m,roc_6m,rs_percentile,rs_h,rs_up,rank,rank_diff,rank_status
WDC,Information Technology,712.13,10.823221810177559,124.75,308.21,100,"[99, 99, 99, 100, 100]",False,1,0,stable
SNDK,Information Technology,1958.8,40.77566513058186,153.7,835.84,100,"[100, 100, 100, 100, 100]",False,2,0,stable
STX,Information Technology,1066.07,6.983351920935952,145.73,271.61,99,"[98, 98, 99, 99, 99]",False,3,3,up
LITE,Information Technology,869.98,8.594088545749104,12.67,175.18,99,"[100, 100, 100, 99, 99]",False,4,0,stable
MU,Information Technology,1043.19,7.343230224512375,134.91,349.03,99,"[99, 99, 99, 99, 99]",False,5,0,stable
TER,Information Technology,408.56,3.507864416342304,35.16,112.64,98,"[97, 97, 97, 97, 98]",False,6,5,up
CIEN,Information Technology,436.72,4.6753730661579525,5.85,108.12,98,"[98, 98, 98, 99, 98]",False,7,-4,down
INTC,Information Technology,121.1,4.394540246384468,162.23,224.58,98,"[98, 98, 98, 98, 98]",False,8,1,up
COHR,Information Technology,378.85,3.3632012049999402,37.48,116.24,97,"[97, 97, 98, 98, 97]",False,9,-2,down
SATS,Communication Services,111.7,3.250715876248132,2.37,7.78,97,"[99, 99, 98, 98, 97]",False,10,-2,down
LRCX,Information Technology,374.18,2.8384040746634,60.03,129.63,97,"[96, 96, 97, 97, 97]",False,11,-1,down
DELL,Information Technology,419.32,2.411521889129129,168.32,215.86,96,"[96, 96, 96, 96, 96]",False,12,4,up
FIX,Industrials,1931.77,2.6391708165735577,33.78,99.64,96,"[96, 96, 96, 96, 96]",False,13,2,up
GLW,Information Technology,175.4,2.2712913796368013,32.0,103.96,96,"[96, 96, 96, 96, 96]",False,14,0,stable
AMD,Information Technology,512.48,2.8013200660886377,149.66,145.01,96,"[97, 97, 97, 97, 96]",False,15,-3,down
ALB,Materials,166.56,1.601365594443104,2.28,27.72,95,"[94, 94, 95, 95, 95]",False,16,2,up
HPE,Information Technology,48.2,1.5267395969703923,119.95,101.42,95,"[95, 95, 94, 95, 95]",False,17,2,up
AMAT,Information Technology,592.92,2.2149820503296707,66.19,129.64,95,"[95, 95, 95, 96, 95]",False,18,-5,down
CAT,Industrials,955.92,1.4449241857491462,39.07,63.0,94,"[93, 93, 93, 94, 94]",False,19,3,up
VRT,Industrials,317.58,1.4292452929811783,18.01,97.76,94,"[94, 94, 94, 95, 94]",False,20,-3,down
KLAC,Information Technology,238.73,1.517392282875564,58.14,95.64,94,"[95, 95, 95, 94, 94]",False,21,-1,down
CMI,Industrials,717.78,1.0745922915711539,33.28,40.41,93,"[91, 91, 91, 93, 93]",False,22,2,up
WBD,Communication Services,26.24,1.2418587891119692,-5.03,-9.2,93,"[94, 94, 94, 94, 93]",False,23,-2,down
MRNA,Health Care,61.8,1.192431976921791,18.01,106.76,93,"[86, 86, 86, 90, 93]",False,24,9,up
ON,Information Technology,112.92,0.9200959262367019,90.45,106.96,92,"[92, 92, 93, 93, 92]",False,25,-2,down
GEV,Industrials,1048.86,0.9048541762693008,19.6,53.13,92,"[87, 87, 89, 90, 92]",False,26,9,up
KEYS,Information Technology,350.7,0.9493199749121555,20.84,71.18,92,"[91, 91, 92, 93, 92]",False,27,-2,down
GOOGL,Communication Services,363.79,0.8642986973605966,18.52,18.82,91,"[90, 90, 90, 92, 91]",False,28,-1,down
GNRC,Industrials,268.2,0.8960725397430807,33.53,72.63,91,"[89, 89, 91, 92, 91]",False,29,0,stable
MPWR,Information Technology,1448.21,0.8642808426668229,32.8,52.79,91,"[93, 93, 93, 93, 91]",False,30,-4,down
GOOG,Communication Services,362.1,0.8465782396856261,18.51,17.82,90,"[90, 90, 89, 91, 90]",False,31,-1,down
NUE,Materials,252.6,0.7916241387036966,56.51,56.74,90,"[93, 93, 93, 92, 90]",False,32,-4,down
STLD,Materials,270.13,0.8636250604810742,61.71,60.68,90,"[92, 92, 92, 91, 90]",False,33,-2,down
IVZ,Financials,28.79,0.7837036381287414,24.47,12.37,89,"[89, 89, 90, 91, 89]",False,34,-2,down
CHRW,Industrials,185.2,0.7733697470487098,6.31,17.25,89,"[90, 90, 91, 90, 89]",False,35,1,up
PWR,Industrials,714.85,0.7445972257326647,23.71,63.1,89,"[88, 88, 89, 89, 89]",False,36,2,up
VTRS,Health Care,15.73,0.62366577506895,17.37,39.45,88,"[87, 87, 88, 88, 88]",False,37,3,up
FDX,Industrials,325.93,0.6109901277703609,13.58,43.78,88,"[87, 87, 88, 89, 88]",False,38,1,up
C,Financials,143.78,0.636063868941116,31.51,30.49,88,"[85, 85, 86, 88, 88]",False,39,2,up
JBHT,Industrials,267.24,0.7003696000615638,33.73,36.35,88,"[91, 91, 90, 90, 88]",False,40,-6,down
JBL,Information Technology,374.98,0.5939624125741181,41.37,76.51,87,"[92, 92, 92, 89, 87]",False,41,-4,down
NEM,Materials,105.67,0.5924120429742821,6.77,8.26,87,"[87, 87]",False,42,1,up
ROST,Consumer Discretionary,233.25,0.5974431023651898,10.94,28.4,87,"[85, 85, 86, 86, 87]",False,43,5,up
ADI,Information Technology,414.45,0.5882897808683236,33.87,49.74,86,"[85, 85, 87, 87, 86]",False,44,1,up
ANET,Information Technology,164.93,0.58704280396715,21.04,30.76,86,"[79, 79, 84, 88, 86]",False,45,-3,down
CSCO,Information Technology,117.33,0.5824269561589501,50.26,52.93,86,"[88, 88, 88, 87, 86]",False,46,-2,down
STT,Financials,171.1,0.5306968849124882,42.41,36.35,85,"[84, 84, 85, 85, 85]",False,47,3,up
FSLR,Information Technology,254.8,0.5328698834167216,27.62,-1.44,85,"[78, 78, 72, 86, 85]",False,48,-1,down
IBKR,Financials,95.09,0.5754765248124603,40.62,51.11,85,"[84, 84, 85, 85, 85]",False,49,2,up
VLO,Energy,239.77,0.5231307905096172,-0.48,48.87,84,"[89, 89, 89, 84, 84]",False,50,5,up
TPR,Consumer Discretionary,145.87,0.513265874707638,2.44,19.16,84,"[84, 84, 87, 86, 84]",False,51,-2,down
GS,Financials,1099.14,0.5244679307052031,36.38,26.23,84,"[83, 83, 84, 85, 84]",False,52,0,stable
DD,Materials,47.95,0.5051313477647148,10.62,19.49,83,"[81, 81, 83, 84, 83]",False,53,0,stable
DAL,Industrials,82.25,0.5095074142056297,26.85,16.24,83,"[83, 83, 84, 84, 83]",False,54,0,stable
DDOG,Information Technology,226.63,0.5021326867394551,74.41,61.82,83,"[88, 88, 87, 87, 83]",False,55,-9,down
APH,Information Technology,161.11,0.4921504572722617,23.56,25.01,82,"[79, 79, 80, 83, 82]",False,56,1,up
APA,Energy,33.93,0.4995388208036864,-10.25,43.91,82,"[88, 88, 85, 82, 82]",False,57,5,up
MS,Financials,224.96,0.49788919634982975,42.65,28.84,82,"[80, 80, 81, 84, 82]",False,58,-2,down
FCX,Materials,69.06,0.455889594329173,29.08,45.95,81,"[79, 79, 81, 82, 81]",False,59,1,up
GM,Consumer Discretionary,79.58,0.4293148850869781,8.08,-2.22,81,"[81, 81, 81, 83, 81]",False,60,-1,down
CASY,Consumer Staples,850.85,0.4462896199315938,28.01,54.16,81,"[86, 86, 84, 82, 81]",False,61,0,stable
EME,Industrials,827.5,0.468076551737854,10.19,32.64,81,"[83, 83, 82, 83, 81]",False,62,-4,down
HAL,Energy,36.23,0.4232109424060866,-1.48,34.46,80,"[86, 86, 83, 81, 80]",False,63,2,up
HWM,Industrials,283.23,0.426929334223316,21.64,45.26,80,"[75, 75, 74, 80, 80]",False,64,5,up
CFG,Financials,66.78,0.42779961962100055,17.9,16.5,80,"[81, 81, 82, 81, 80]",False,65,1,up
HST,Real Estate,24.62,0.41175990422314257,30.27,38.7,79,"[80, 80, 82, 81, 79]",False,66,-2,down
AKAM,Information Technology,127.86,0.3840117468222619,16.24,45.73,79,"[82, 82, 83, 81, 79]",False,67,-4,down
BNY,Financials,146.07,0.38397761055024326,27.63,28.81,79,"[78, 78, 80, 80, 79]",False,68,-1,down
JNJ,Health Care,234.2,0.3519554646657126,-0.86,13.14,78,"[76, 76, 76, 78, 78]",False,69,4,up
AVGO,Information Technology,392.9,0.3357500926492343,23.1,15.58,78,"[73, 73, 74, 74, 78]",False,70,17,up
NTRS,Financials,174.95,0.3715535036663766,29.45,27.83,78,"[77, 77, 80, 80, 78]",False,71,-3,down
TRGP,Energy,260.74,0.3344819493619886,9.4,49.29,77,"[79, 79, 77, 77, 77]",False,72,7,up
BIIB,Health Care,198.67,0.32937846425347583,8.32,15.84,77,"[72, 72, 72, 75, 77]",False,73,10,up
BKR,Energy,60.07,0.3270089808917567,-0.72,34.38,77,"[82, 82, 80, 78, 77]",False,74,2,up
TXN,Information Technology,301.88,0.3240058417247673,61.14,72.0,76,"[74, 74, 76, 79, 76]",False,75,-5,down
BEN,Financials,33.29,0.31735123246492125,41.5,45.89,76,"[71, 71, 73, 78, 76]",False,76,-1,down
UAL,Industrials,115.83,0.31831126677284205,23.03,2.98,76,"[69, 69, 75, 79, 76]",False,77,-6,down
CVS,Health Care,99.16,0.2971642433248822,39.2,28.82,75,"[76, 76, 75, 77, 75]",False,78,0,stable
DVA,Health Care,210.58,0.3101381294086598,40.61,78.55,75,"[71, 71, 73, 75, 75]",False,79,6,up
MAR,Consumer Discretionary,394.61,0.30520454401907027,21.7,29.47,75,"[73, 73, 77, 78, 75]",False,80,-6,down
NTAP,Information Technology,154.81,0.2951751068386468,50.94,38.26,74,"[76, 76, 79, 79, 74]",False,81,-9,down
RL,Consumer Discretionary,403.85,0.28497593940496935,19.03,9.93,74,"[71, 71, 75, 76, 74]",False,82,-2,down
LUV,Industrials,46.66,0.28492722019312344,14.67,12.1,74,"[62, 62, 67, 75, 74]",False,83,1,up
AAPL,Information Technology,295.95,0.27082772497481056,18.98,7.97,73,"[72, 72, 69, 75, 73]",False,84,2,up
URI,Industrials,1048.97,0.2733509755522747,46.0,28.68,73,"[72, 72, 75, 76, 73]",False,85,-3,down
HUM,Health Care,362.0,0.2701074223940032,118.59,41.42,73,"[77, 77, 79, 77, 73]",False,86,-9,down
GE,Industrials,357.03,0.28091672451314276,22.43,19.83,73,"[62, 62, 64, 72, 73]",False,87,6,up
MPC,Energy,244.61,0.24901136066394125,4.14,39.59,72,"[77, 77, 79, 72, 72]",False,88,8,up
MRK,Health Care,115.44,0.2639565437194824,1.81,19.19,72,"[74, 74, 71, 74, 72]",False,89,-1,down
PFG,Financials,110.22,0.26351344488254913,29.34,25.19,72,"[70, 70, 71, 74, 72]",False,90,-1,down
EXPE,Consumer Discretionary,239.47,0.24499142131237983,0.24,-15.62,71,"[73, 71]",False,91,-1,down
WST,Health Care,323.59,0.24895572086372897,34.75,21.65,71,"[70, 70, 69, 73, 71]",False,92,0,stable
EIX,Utilities,70.9,0.24792994133721402,-0.19,24.85,71,"[74, 74, 78, 76, 71]",False,93,-12,down
PH,Industrials,945.97,0.2221939015094092,5.34,8.62,70,"[60, 60, 61, 69, 70]",False,94,11,up
ADM,Consumer Staples,76.5,0.22092362224577933,12.19,33.81,70,"[80, 80, 77, 71, 70]",False,95,2,up
KEY,Financials,22.6,0.23068381231533874,18.38,12.0,70,"[68, 68, 71, 72, 70]",False,96,-1,down
INCY,Health Care,98.99,0.2093391726991538,6.5,2.02,69,"[75, 75, 78, 67, 69]",False,97,14,up
AES,Utilities,14.61,0.21954337143899805,4.52,9.88,69,"[57, 57, 57, 69, 69]",False,98,6,up
MNST,Consumer Staples,91.66,0.20990716621824412,24.3,21.66,69,"[69, 69, 67, 71, 69]",False,99,-1,down
SLB,Energy,50.33,0.20161401570948811,5.8,35.32,68,"[78, 78, 76, 73, 68]",False,100,-9,down
ROK,Industrials,458.69,0.2049133946722348,29.34,15.11,68,"[67, 67, 67, 70, 68]",False,101,1,up
GL,Financials,171.25,0.2020992709213567,24.65,22.2,68,"[62, 62, 62, 64, 68]",False,102,18,up
EXPD,Industrials,160.61,0.194524942152142,9.64,7.64,67,"[70, 70, 68, 69, 67]",False,103,3,up
NXPI,Information Technology,298.2,0.19650647999782866,55.83,30.47,67,"[65, 65, 68, 68, 67]",False,104,3,up
CSX,Industrials,45.57,0.19278838430321077,18.76,24.62,67,"[71, 71, 70, 71, 67]",False,105,-6,down
MCHP,Information Technology,94.11,0.180454185448498,49.44,44.37,66,"[64, 64, 70, 68, 66]",False,106,3,up
LLY,Health Care,1112.0,0.1858878822757417,21.41,5.83,66,"[68, 68, 61, 64, 66]",False,107,15,up
FTNT,Information Technology,144.14,0.18903775400769796,73.41,74.78,66,"[66, 66, 66, 64, 66]",False,108,13,up
HLT,Consumer Discretionary,349.3,0.1732242576945262,17.34,22.32,65,"[61, 61, 63, 62, 65]",False,109,19,up
QCOM,Information Technology,212.97,0.17483179141484118,62.82,22.15,65,"[54, 54, 61, 63, 65]",False,110,16,up
PANW,Information Technology,282.13,0.1715645611119747,66.21,50.8,65,"[64, 64, 64, 62, 65]",False,111,16,up
EBAY,Consumer Discretionary,107.89,0.16881863284715326,19.23,32.91,65,"[67, 67, 64, 65, 65]",False,112,7,up
ODFL,Industrials,218.36,0.16798054620820269,19.89,39.51,64,"[75, 75, 74, 72, 64]",False,113,-19,down
NVDA,Information Technology,204.65,0.16795733837577886,14.74,15.29,64,"[65, 65, 66, 67, 64]",False,114,-4,down
CRWD,Information Technology,682.96,0.16706169133490079,59.5,39.8,64,"[68, 68, 63, 62, 64]",False,115,14,up
F,Consumer Discretionary,13.96,0.16381198128297103,21.44,4.53,63,"[69, 69, 70, 68, 63]",False,116,-8,down
FITB,Financials,52.58,0.16385717274566058,21.52,12.43,63,"[66, 66, 70, 69, 63]",False,117,-14,down
ETR,Utilities,110.86,0.1644200599948944,7.24,20.89,63,"[59, 59, 61, 63, 63]",False,118,7,up
JCI,Industrials,143.62,0.1604627494496611,8.08,21.55,62,"[63, 63, 65, 63, 62]",False,119,5,up
SPG,Real Estate,209.86,0.15872386413728545,10.9,17.58,62,"[65, 65, 66, 66, 62]",False,120,-4,down
TGT,Consumer Staples,127.81,0.16183920477734315,12.71,33.44,62,"[63, 63, 69, 70, 62]",False,121,-20,down
USB,Financials,57.91,0.15448296180164944,14.05,10.48,61,"[59, 59, 65, 66, 61]",False,122,-8,down
BG,Consumer Staples,116.14,0.15515467975883235,-4.26,27.37,61,"[82, 82, 78, 65, 61]",False,123,-6,down
WSM,Consumer Discretionary,221.15,0.1579405700644918,21.61,20.06,61,"[67, 67, 68, 70, 61]",False,124,-24,down
PSX,Energy,167.17,0.14456060821320205,-5.58,28.83,60,"[73, 73, 72, 66, 60]",False,125,-12,down
PLD,Real Estate,140.94,0.14407655167422306,8.29,12.14,60,"[63, 63, 66, 66, 60]",False,126,-11,down
CAH,Health Care,226.28,0.1428721964918298,7.54,14.91,60,"[62, 62, 62, 61, 60]",False,127,3,up
NDSN,Industrials,290.22,0.13247157429261058,8.61,23.59,59,"[56, 56, 59, 60, 59]",False,128,8,up
PNC,Financials,233.13,0.1342233225179721,16.27,12.74,59,"[60, 60, 63, 61, 59]",False,129,2,up
MGM,Consumer Discretionary,46.94,0.1423899942586071,26.39,27.42,59,"[66, 66, 73, 65, 59]",False,130,-12,down
AIZ,Financials,262.13,0.12150266098477269,24.15,13.19,58,"[55, 55, 56, 57, 58]",False,131,12,up
WELL,Real Estate,206.55,0.12851063203865443,0.57,9.24,58,"[64, 64, 65, 63, 58]",False,132,-9,down
RF,Financials,28.65,0.11625380092123705,14.73,6.15,58,"[60, 60, 62, 61, 58]",False,133,-1,down
WAB,Industrials,271.86,0.11985106532055578,14.78,27.51,58,"[53, 53, 55, 59, 58]",False,134,4,up
VTR,Real Estate,82.15,0.10558867981383835,-3.36,6.3,57,"[58, 58, 58, 60, 57]",False,135,-2,down
TJX,Consumer Discretionary,164.13,0.11513431388707684,6.46,6.48,57,"[61, 61, 59, 60, 57]",False,136,-2,down
EA,Communication Services,203.02,0.10915850459248877,1.26,-0.39,57,"[59, 59, 59, 59, 57]",False,137,0,stable
RTX,Industrials,192.58,0.10061857829049226,-3.66,7.83,56,"[56, 56, 49, 51, 56]",False,138,28,up
HOOD,Financials,105.2,0.10205413550801179,41.86,-11.89,56,"[46, 46, 50, 54, 56]",False,139,17,up
FFIV,Information Technology,384.88,0.10284054480554028,32.58,49.03,56,"[58, 58, 60, 58, 56]",False,140,1,up
GD,Industrials,362.83,0.08596416863064804,4.26,8.45,55,"[54, 54, 53, 55, 55]",False,141,9,up
SWK,Industrials,82.47,0.0943891729440145,20.71,15.76,55,"[53, 53, 57, 60, 55]",False,142,-7,down
UNH,Health Care,399.53,0.09474565594882844,43.28,21.17,55,"[54, 54, 56, 58, 55]",False,143,-1,down
FRT,Real Estate,120.48,0.07712463499375155,14.57,23.01,54,"[58, 58, 60, 58, 54]",False,144,-4,down
CDNS,Information Technology,389.6,0.07185271898425882,35.56,21.93,54,"[45, 45, 49, 53, 54]",False,145,14,up
PCAR,Industrials,117.34,0.08552589909148889,4.3,6.55,54,"[53, 53, 55, 59, 54]",False,146,-7,down
D,Utilities,68.02,0.0702524653265093,12.59,17.01,53,"[45, 45, 48, 57, 53]",False,147,-2,down
TEL,Information Technology,212.2,0.06863644015184911,7.37,-5.83,53,"[57, 53]",False,148,-4,down
AME,Industrials,231.27,0.06857496927826756,9.51,14.97,53,"[50, 50, 52, 56, 53]",False,149,0,stable
IEX,Industrials,223.69,0.0571075986846481,19.8,27.16,52,"[41, 41, 45, 52, 52]",False,150,11,up
AEP,Utilities,128.27,0.06699032308902231,0.37,13.66,52,"[52, 52, 52, 55, 52]",False,151,0,stable
HUBB,Industrials,508.87,0.05099285226318728,3.6,16.73,52,"[47, 53, 52]",False,152,6,up
